Step,Rg,Re,epsilon,label
39900,2.877512589500479,3.33999776915231,0.5,1
40000,2.8555728747311946,2.78534558657282,0.5,1
40100,2.7913783095300237,2.6808970279362,0.5,1
40200,2.7578565594232405,1.75535743062521,0.5,1
40300,2.700214092960371,0.981731289598316,0.5,1
40400,2.598001063228758,2.32551021890796,0.5,1
40500,2.488288420825093,3.00676653690542,0.5,1
40600,2.5055075081884883,2.92775992255708,0.5,1
40700,2.4897239002499334,3.21488790350663,0.5,1
40800,2.4797746634383953,3.7886821117613505,0.5,1
40900,2.573721495984736,3.78813833409052,0.5,1
41000,2.6085294786772217,3.99534121770598,0.5,1
41100,2.6576970552156505,4.796817955918169,0.5,1
41200,2.71208871529482,5.33407982641303,0.5,1
41300,2.8628687352424445,5.93230171234643,0.5,1
41400,2.983441527866926,6.82264710828944,0.5,1
41500,3.153302030726879,7.560681846520941,0.5,1
41600,3.3218048204465886,7.625014152597729,0.5,1
41700,3.4750105223990126,8.27313484860937,0.5,1
41800,3.6240711860127783,9.85113213437076,0.5,1
41900,3.791990327728572,10.6584075825617,0.5,1
42000,3.9485372403718366,11.9578283401271,0.5,1
42100,4.046930790388842,12.7289724661049,0.5,1
42200,4.098935234692737,13.0549799484326,0.5,1
42300,4.178731102789687,12.6533269588909,0.5,1
42400,4.235378094033512,12.6743806281369,0.5,1
42500,4.2705962555010295,12.6573229939795,0.5,1
42600,4.324361913988628,12.6927200187187,0.5,1
42700,4.355586054684006,12.2389503142832,0.5,1
42800,4.386433042214456,12.1305009274802,0.5,1
42900,4.428939609796099,12.1568937645486,0.5,1
43000,4.503463969360936,12.5223625791984,0.5,1
43100,4.624316936942967,12.0732850053063,0.5,1
43200,4.766347881553858,11.0479296155059,0.5,1
43300,4.887994364496475,11.0932325474992,0.5,1
43400,4.981858540285379,10.8075566123399,0.5,1
43500,5.049159345916188,10.6411418546678,0.5,1
43600,5.107278224643896,10.3066789528116,0.5,1
43700,5.150170615188437,10.0366471150571,0.5,1
43800,5.188325068871867,10.4314943897189,0.5,1
43900,5.169575705968499,10.0114883162608,0.5,1
44000,5.1584177659815165,9.03501481870452,0.5,1
44100,5.135282380831144,8.28463319797689,0.5,1
44200,5.124473268161147,8.765655821109219,0.5,1
44300,5.1397212017912155,9.20845207912339,0.5,1
44400,5.141301110839329,8.658408312499859,0.5,1
44500,5.122769801398013,8.50292427318261,0.5,1
44600,5.06111435015852,9.1525197109974,0.5,1
44700,5.002172194225201,9.58823085488137,0.5,1
44800,4.949284494238971,10.1292557308852,0.5,1
44900,4.907921018939519,10.5309390320979,0.5,1
45000,4.869867455326043,10.6420163983387,0.5,1
45100,4.823424504388326,10.9981906761948,0.5,1
45200,4.728962485295992,10.9096350869547,0.5,1
45300,4.613581322674891,10.2383038186705,0.5,1
45400,4.52625056673235,10.2831986566555,0.5,1
45500,4.441319827646008,9.60104447258697,0.5,1
45600,4.344343589773783,7.89287434519688,0.5,1
45700,4.23681191302286,8.08394040977155,0.5,1
45800,4.159623282257228,8.19239802926973,0.5,1
45900,4.08997446037966,7.95589014012104,0.5,1
46000,4.034461161831173,7.5087783701680895,0.5,1
46100,3.9760129681652288,7.241132981990739,0.5,1
46200,3.918388350082336,6.96107932835272,0.5,1
46300,3.8917156788018192,6.99586605484302,0.5,1
46400,3.867880767347751,6.59297823084698,0.5,1
46500,3.7698688474414017,6.290538189619,0.5,1
46600,3.714335729908511,6.51311517512495,0.5,1
46700,3.703871477758684,7.694446201203341,0.5,1
46800,3.6697940541874714,8.571684915387758,0.5,1
46900,3.659962725288561,8.69259455525247,0.5,1
47000,3.6528778997145666,9.61378624132703,0.5,1
47100,3.708699994840344,9.83314480514634,0.5,1
47200,3.765132501170052,10.2805359643029,0.5,1
47300,3.823977765381065,10.8017789932343,0.5,1
47400,3.867463921695835,11.71339636774,0.5,1
47500,3.9135597445915247,12.4864352315278,0.5,1
47600,3.9729878555513607,12.1552798778454,0.5,1
47700,4.023840471411509,12.2853433259629,0.5,1
47800,4.1000055682518735,12.6876781400766,0.5,1
47900,4.18763886962356,12.9146880987575,0.5,1
48000,4.265439977974089,13.1528139116796,0.5,1
48100,4.29868051196713,13.4111522001168,0.5,1
48200,4.345179433040151,13.6732406100605,0.5,1
48300,4.396896931701043,14.5091242153841,0.5,1
48400,4.463942719352322,14.0834034838528,0.5,1
48500,4.486036768177628,12.5343236437381,0.5,1
48600,4.48496573093442,13.082906139297,0.5,1
48700,4.503319514961223,13.4466112319622,0.5,1
48800,4.51651076973156,13.6516814560385,0.5,1
48900,4.545474259813857,14.0458554319375,0.5,1
49000,4.530107597521025,14.0858760266238,0.5,1
49100,4.494576615114058,14.02179170429,0.5,1
49200,4.442760299406009,13.6668764922019,0.5,1
49300,4.366168609407184,13.0750789589108,0.5,1
49400,4.310875818614241,13.2967086671276,0.5,1
49500,4.239109018232657,13.1875446295333,0.5,1
49600,4.184741956100801,12.7516564436829,0.5,1
49700,4.167014714687588,12.2188987604456,0.5,1
49800,4.1852915876662395,12.0161212210674,0.5,1
49900,4.226779163010214,11.5746717467202,0.5,1
50000,4.223719657589564,12.3774202793577,0.5,1
50100,4.1823886210590375,13.5224347867116,0.5,1
50200,4.160609351189607,14.088478329271,0.5,1
50300,4.148527598635843,13.8833951033161,0.5,1
50400,4.136156882521869,13.5743461661811,0.5,1
50500,4.123632310205822,12.9012244026497,0.5,1
50600,4.127056857907316,12.7279697190533,0.5,1
50700,4.127778332684435,12.654501383921,0.5,1
50800,4.1300404268703135,12.1160436320467,0.5,1
50900,4.066772552519168,10.0120304806701,0.5,1
51000,3.9931611361769255,9.229659233335,0.5,1
51100,3.9227079392435216,7.860344895486109,0.5,1
51200,3.8676334883448225,8.54526383251797,0.5,1
51300,3.828982592789,9.40477417068048,0.5,1
51400,3.7671975662386497,9.607046521540388,0.5,1
51500,3.70645349548284,9.537099722870288,0.5,1
51600,3.6498987263401506,8.6986587666885,0.5,1
51700,3.5668845564681786,7.745319668507558,0.5,1
51800,3.4828391219092008,6.82741336583794,0.5,1
51900,3.3786139589588826,6.35620141732074,0.5,1
52000,3.2561059281733606,7.228322024964551,0.5,1
52100,3.26465728193142,7.91472349833113,0.5,1
52200,3.327904715245872,8.14117545173972,0.5,1
52300,3.4254538661377345,8.51387812016555,0.5,1
52400,3.5954885498476017,9.11713114659124,0.5,1
52500,3.777977854024712,10.0321504827246,0.5,1
52600,3.963207226466943,10.050203648324,0.5,1
52700,4.116929028294191,9.724194038408728,0.5,1
52800,4.228022878090063,10.2170680335339,0.5,1
52900,4.312298279594568,11.3447744545328,0.5,1
53000,4.412358769832038,11.3124396524044,0.5,1
53100,4.48369663712356,10.948458645657,0.5,1
53200,4.592257268202002,10.2203917988131,0.5,1
53300,4.688487860090352,9.290825711499847,0.5,1
53400,4.798145689164772,10.1180071443242,0.5,1
53500,4.872620146891931,12.0140769261882,0.5,1
53600,4.9513351639707555,14.1683945516232,0.5,1
53700,5.007356849864763,15.923091166364,0.5,1
53800,5.062718495107252,16.0308249632083,0.5,1
53900,5.084121459598199,15.1873293352006,0.5,1
54000,5.126475209404068,15.637021864756,0.5,1
54100,5.159497870288781,16.015236143724,0.5,1
54200,5.171505855125588,15.3979752534049,0.5,1
54300,5.156571501953767,14.9496755933465,0.5,1
54400,5.1635481360497595,15.669633725134,0.5,1
54500,5.15443107916981,15.8357288230889,0.5,1
54600,5.157181609007776,15.7086411010649,0.5,1
54700,5.146078833122677,15.3096908563831,0.5,1
54800,5.10366983237064,14.9769992461074,0.5,1
54900,5.023484749530243,13.8525030976885,0.5,1
55000,4.923520540257922,12.6178090586249,0.5,1
