Step Rg Re
0 14.369301595527618431 48.806629724856399832
100 14.36055735415129142 48.539593819403400232
200 14.193142949371278405 47.122063459443097599
300 13.889371306719779042 45.517145424442801982
400 13.477009528312887454 43.875587761351802385
500 12.969547960261786912 42.166593650289399875
600 12.400862923561296824 40.022752408918499611
700 11.7858798363682169 36.942826236328102141
800 11.139075228760473735 33.328880338967600494
900 10.465072838536745081 30.767220010510598627
1000 9.781791950796533186 28.489182157294600017
1100 9.0648061161092687854 25.783528194710299886
1200 8.3405984920888975864 23.060423940102701579
1300 7.6117826748992118979 20.21669508259919823
1400 6.8735210280927976356 18.308649665290001707
1500 6.1467870743252204235 16.264296187855201481
1600 5.4029805025917179151 14.420365475677300537
1700 4.6788270324663230326 12.199315431836000201
1800 3.9381844529113796405 10.719495205936500071
1900 3.1791966499984685157 9.0061379937386796257
2000 2.6390248498516601927 6.496186619117890082
2100 2.2293598721050904565 4.0595828922360803759
2200 2.0407707015555289765 2.0581402928868599567
2300 2.0854166590536289405 1.6009087883552599596
2400 2.0852881162141683191 2.2936478748319801824
2500 2.0862296388001673186 2.2471526034668900529
2600 2.0836129623968875357 1.6310703875924499329
2700 2.128174942095608646 2.1061313466337598932
2800 2.179674914318738832 3.1991084015266602059
2900 2.0873137067285694179 3.9893019289219999735
3000 2.1183695839530289895 4.1004458315403695678
3100 2.1464409271978635019 4.3406553102630995866
3200 2.2060404409832177208 4.8070646883829102336
3300 2.1247434143768715309 3.5209965802738301122
3400 2.1380540643470489215 4.4894380292891096218
3500 2.2921881658800047354 4.8226603995586003748
3600 2.3204487726630409483 5.413192239489720059
3700 2.296070018604948082 5.5786567140922498353
3800 2.2962323298119868831 5.9654374390331197375
3900 2.3695698792676833655 6.6316465886994002688
4000 2.2750117824603037775 6.7262872549271000011
4100 2.1613956793439741411 6.7461559113465598969
4200 2.2163857802777799932 6.989421906060360179
4300 2.2332157658465385808 6.4643148117997801805
4400 2.2562011429561636966 7.0603860399003499637
4500 2.2385986462834384092 7.0860322630945900002
4600 2.2945138928040553772 7.7393203377000903131
4700 2.2418245363430893136 7.0996048904727704354
4800 2.1738705417460910674 7.2281227944974295596
4900 2.1201848064222432733 7.1531083608404903984
5000 2.1460458147829708508 6.8771953721088596723
5100 2.0819478160199653693 6.7968458400607101311
5200 2.1223278107471013065 5.2019123930360802177
5300 2.1670513721302011589 5.8509337092880500109
5400 2.1319018447482154244 5.3227660538495999987
5500 2.0860958532152067413 5.0245663109236602395
5600 2.1301129953958923835 5.3512746341986696663
5700 2.1849183318294134182 5.0658013349443500317
5800 2.0182272646255299264 4.9071314259112499556
5900 1.9601942113796315681 4.7431104775687895625
6000 2.0273520340078143853 4.5688646147568299227
6100 2.1065323281611387785 5.2644104295898301871
6200 2.0601849162326089093 4.9049820974366795667
6300 2.11929670485273558 5.4388317137429096348
6400 2.1067777398099805097 5.7153345556585897214
6500 2.0713365516110897602 5.1386673244874003785
6600 2.0418027651636840858 4.645420192307350149
6700 2.0949981469557870106 4.0797795204040800954
6800 2.1339030264794232039 3.8065884580251698743
6900 2.138303383437479166 3.4623926410353198513
7000 2.0536822374362806443 4.2549914495348195587
7100 2.1473674400842384102 4.5533580141172995681
7200 1.9973074759077660278 4.7211409929953500608
7300 2.0632248359915852376 5.2787124808271999044
7400 2.1411392456791102923 4.3722705129317400718
7500 2.1462232898447921592 3.45462930284698988
7600 2.2075581478964485527 3.4546060216572200829
7700 2.1808636262255598481 4.2056826778379603482
7800 2.0609717347773384155 3.9556322267466699216
7900 2.1023185416527305769 3.8089958332661701945
8000 2.1045433862407509906 3.468049081800930189
8100 2.0940372252481860293 3.6434596251433899461
8200 2.082495776824567546 3.5142118599597198525
8300 2.0557585001704290484 3.7838704380027299301
8400 2.1341946024763327472 4.4540105333180601832
8500 2.1724717106754769524 5.5579320268336900313
8600 2.0752351754173212761 5.6845806215845602338
8700 2.0993719357488020982 5.4142793275713403389
8800 2.0978856644975247825 5.1366878759296703549
8900 2.1667877416032839122 6.3910438297035998545
9000 2.1515956074226059158 6.8794511775808899756
9100 2.2546802666929535164 6.8926811790852102746
9200 2.3388786734082582797 5.9961715845367997701
9300 2.3072647728888266982 5.1251936667580197948
9400 2.3302138880611069638 5.260284580318780101
9500 2.2383272156377533868 6.053883972820520043
9600 2.2592537464334214725 6.9003227141556697788
9700 2.2447836060779819967 7.2801887287442701435
9800 2.3260528833655844672 6.891112091305839904
9900 2.3123192030133687958 6.2843416547681796303
10000 2.3212189957151969644 6.2891521516682997728
10100 2.3447260991845069178 7.2209268038785596744
10200 2.3491366279851191301 7.105422310899499827
10300 2.405082430855666864 7.0987884036808299726
10400 2.3903208780252480636 6.6668118993148697271
10500 2.3223961201605800575 6.3007103811029097074
10600 2.2658736270372008548 6.7825643465880798288
10700 2.3345903809649866112 7.1184579483396399624
10800 2.3979026162444676551 7.6321266843877095809
10900 2.3672348785481673872 7.2451022672671898661
11000 2.3508447222149171374 6.1542969173528501159
11100 2.208895055558238063 5.7047912329647498808
11200 2.1282707217894043517 5.6613471154495202953
11300 2.1542291245057456628 5.5556571841183597371
11400 2.116367372291590776 5.6278058672054696032
11500 2.1286206040043209597 5.8734097499931898767
11600 2.2220808020268814076 6.7616924415417001271
11700 2.4082846001411986059 6.6420764925344597529
11800 2.5160842286538351864 5.6762986541335198609
11900 2.5353921340342102653 5.2146154881537603032
12000 2.5677470051150579344 4.5990943525848901885
12100 2.5086272437107468569 3.0309492249850098489
12200 2.4159616809163653173 3.4798066294822200817
12300 2.3395297236635390625 4.4244923571857004418
12400 2.2110028891644888382 3.408744375800190074
12500 2.1365855625917813398 2.9694042653287899824
12600 2.0617190506232803138 2.6900020609797401505
12700 2.0736460199884492184 1.9422743932614099371
12800 2.1292536369190000478 3.1572876034441401671
12900 2.1854486128302146319 3.6643933765691101279
13000 2.2578731125751914099 5.2394828938830499965
13100 2.2224089236325808017 5.8521243998633503125
13200 2.1212410320672820951 5.139863742420829773
13300 2.0617353901565471652 4.4806249159376401181
13400 2.0302338448977041985 3.6390513548921101794
13500 1.9772577518990952505 2.7459927678326998546
13600 1.9901588890186960867 3.9082424929192098872
13700 2.1130986860531271176 4.6518785812126504098
13800 2.0980483677096004591 5.0214447759142402106
13900 2.1485405387859581872 4.6477024928924901559
14000 2.0696706668362923054 4.8140399317493400844
14100 2.085935118254834908 5.1808230211659500597
14200 2.1224937126092537909 4.4415789068278401786
14300 2.3110988790599078513 3.9034112295503398116
14400 2.3417200903776902443 4.5012135559819901331
14500 2.4246176020056533496 4.8518028451962997849
14600 2.3882214197648248266 4.6085816643270902659
14700 2.3576051822738608443 3.9050856045767798896
14800 2.2981533351689527045 2.700484957170889988
14900 2.1634643409029981065 3.1452121238072900944
15000 2.2491306639631094555 3.0216582370079700937
15100 2.2426788509595265708 3.0091368363835298005
15200 2.187739502072865605 2.1602881630918497891
15300 2.1070904318333258942 2.724141244333820211
15400 2.1586880090952149658 3.2725699716254301741
15500 2.0880495257404136922 3.0141757437010001652
15600 2.061933950050017561 2.8965255399133100767
15700 2.0331634171103138975 2.6171218215494698178
15800 2.0391503705802001001 2.6717552280185699054
15900 2.0141168361933452502 2.07251956981119001
16000 2.0148374373047106545 1.4467373548569300024
16100 2.0145295921185821797 1.7669874740721400741
16200 2.0348202965398480835 1.582753462017129964
16300 2.0205184575318941853 0.9967206629183199551
16400 1.9996875175287518456 1.6117905465493900241
16500 2.0493438220243884729 1.4841798619527599712
16600 2.0683870173754965727 2.31667506848820004
16700 1.9888011800901270743 3.0506419702364602209
16800 1.9976010796490586419 4.2353489490438995801
16900 2.0880730013563812975 4.6469728735684698862
17000 2.1574687834394770114 4.1322774215959796607
17100 2.0903359011755360264 3.6142906933068199571
17200 2.0069100231707701631 3.3065615929583298538
17300 1.9757513884066282284 2.5035422078906099941
17400 2.0264311032778525856 2.3036411039981001814
17500 2.0045191437629377162 2.5162932252423702018
17600 2.1001234640606525339 2.7966415959941000047
17700 2.1625997199343860444 2.3927233194487298462
17800 2.2002259610655992006 2.0176397363927898176
17900 2.1689587837178416763 2.2674429905932398377
18000 2.1933440973410474051 1.8088556873283299087
18100 2.160669262708227123 3.0686191946776499861
18200 2.2398231449522505443 3.1854613917391501055
18300 2.3292056751248053637 3.4777755183094400948
18400 2.3795827262613715725 3.6953620043519901373
