Step Rg Re
0 14.404585915219541903 48.917462160700402762
100 14.395544477148222384 48.660801684797597488
200 14.228332852157546284 47.301277428291697902
300 13.926973292082388767 46.047187820061196817
400 13.517752907584835498 44.168721729884296678
500 13.023387100017471241 42.22905138804870262
600 12.476867270290107115 40.034828683600899524
700 11.900792534190674843 37.478192868036799723
800 11.306227234123081615 34.923477903219300345
900 10.684555998858487058 32.154349249216600981
1000 10.046841810946782303 29.619829435446600741
1100 9.3971461885094864641 27.33774499516789902
1200 8.7360546490249131324 25.178461651697098489
1300 8.0679533162173591165 23.582338666705901176
1400 7.4093432623715926866 21.738613942116600697
1500 6.7666825241816441761 19.852536073815699069
1600 6.1250749605093899319 17.680167114645399806
1700 5.507648890793008789 15.613787090626599863
1800 4.9257216429850174677 13.615423608042000581
1900 4.3906720877042468842 11.308117324496100409
2000 3.8813590970068259089 9.3324321391907592016
2100 3.4066152251586894195 7.6969609006466397361
2200 3.0681203755037773639 5.9042386345612598575
2300 2.8198711128457127906 3.7660396021462498872
2400 2.6868534339275780276 2.8234005785204301375
2500 2.633339827883153017 3.6575482054020698186
2600 2.6671001159774689881 5.1485776306217001519
2700 2.681898454182695346 6.2319656668044300929
2800 2.7117344438880763846 6.5466614808666898639
2900 2.8372734285673431032 6.6151374498874497831
3000 2.9928708474654728278 6.9546240175721001364
3100 3.0800870672369708991 7.617918479842959556
3200 3.1615091576521567873 7.9764245102172797175
3300 3.2428515267524642418 8.6989638983666495164
3400 3.358493488433691887 9.5548082785933203809
3500 3.4297913750178659065 9.6670934847488307895
3600 3.4841462778697538383 9.1027418293561801477
3700 3.5247457199100153957 8.7154306987375491644
3800 3.4818334399412753655 8.4802738586702108847
3900 3.3981200002720957087 8.0879953885133595293
4000 3.3455433862366543707 7.5831000732845001977
4100 3.3078493362523269106 7.3532538455630902519
4200 3.2901590107201377222 7.8606525454121998209
4300 3.2369175908706564471 8.0887718564150095091
4400 3.1285649670435691228 8.4879461209286102275
4500 3.0126737033401691512 8.9622739406270195417
4600 2.9027519440069138312 8.7154430927342101398
4700 2.8367456386671570101 8.2423793568347392124
4800 2.7835704411502213418 7.4670568048310599352
4900 2.7355332459109655829 6.3371317884071496351
5000 2.721752036816336151 5.1634177164729901932
5100 2.7293781705303059582 4.6119127015850800433
5200 2.7145880552843020261 4.3207593478918298047
5300 2.7566029442630450852 3.8909245849791300742
5400 2.7473919803672921525 3.4302528433879699854
5500 2.7643574506795185464 2.6328001300618097957
5600 2.815305113016560945 2.9385740440936500839
5700 2.8529330594651391984 3.9363420264239201707
5800 2.8549785648959016271 4.7574284447950097032
5900 2.8361450576241677979 4.968145568010969626
6000 2.8857350126849952154 5.1875821540162103673
6100 2.937790848963083068 4.9584323713474303119
6200 2.9242915056360407888 4.5291223092117602889
6300 2.8448607628261455282 3.7268073787904398841
6400 2.7241048107711169912 3.7847642526664602158
6500 2.6986552392204243844 4.7561575978523702446
6600 2.6888058464809683201 4.8541396721263998515
6700 2.7004736554304269447 4.600106913802970432
6800 2.7664016494498917531 4.7476619341867198898
6900 2.837624450633858153 5.3705055102392096344
7000 2.9237571141821403486 5.5836566427641303179
7100 3.0011218619079857994 5.2755024644226802266
7200 3.0990849387585068797 5.055347801088640125
7300 3.1247205488659690609 5.5577828100247002041
7400 3.127313674040186342 6.7895538852153798359
7500 3.2018714113852455583 7.1066381089769103951
7600 3.2199014346308958423 6.9121908364426598581
7700 3.2183240390645280193 7.0354582540111900713
7800 3.2074363523431568268 6.1399761721868797437
7900 3.1354928590608230898 6.0235814963080702711
8000 3.0890451971106775986 6.9222689740796399249
8100 3.0512115414183953455 7.1737397106185598616
8200 3.0074393215222783304 6.6300035807135202504
8300 2.986148833065304764 6.2383349085183601446
8400 2.9212086217158015344 5.6530172822983502101
8500 2.9046185704488887147 4.4245213870475996742
8600 2.9215091490993052581 3.0944926097518501429
8700 2.8584281085338232309 2.0812323808001900183
8800 2.822088859438974584 1.5287451255213000412
8900 2.793480129838073811 1.7880328067898099142
9000 2.7366532457819889856 2.2415161314229901102
9100 2.7287781087980804706 1.6759047026203099939
9200 2.6250592884082322165 2.2206670170143500975
9300 2.5093130905986096302 2.8479937836725901512
9400 2.5211261317341242538 3.3280925199103399414
9500 2.4878001450150999396 4.0796859362495796475
9600 2.4414415483888802783 5.5492795181017902095
9700 2.4121356206823514334 5.3804371938662995944
9800 2.4006855205876815873 4.9012682543848198335
9900 2.3828414918892568686 5.2406959777700796721
10000 2.3480870924291323831 5.7375251632397903379
10100 2.4066699242199582898 5.6912954606774404098
10200 2.4416093104366636268 5.256924800319329627
10300 2.527846715668967903 4.1089057081036397534
10400 2.6342271007670396976 4.2099228716370200587
