Step Rg Re
0 14.408949901492228207 48.931182120376597311
100 14.399866704481205204 48.675773530022702573
200 14.232662560937772156 47.322743927807202624
300 13.931499715973902909 46.096476386871202635
400 13.522855488611092767 44.207905869726900505
500 13.030285269049180386 42.282116010282202012
600 12.485793165744098587 40.067578742889999432
700 11.912284866424219132 37.612233123647598632
800 11.319813008999574322 34.956570814798503477
900 10.700758016396068939 32.155611663760296892
1000 10.060654117124611773 30.029257433957400991
1100 9.4082983678011142814 27.468926611342499911
1200 8.7484636777856241707 24.331567064440399406
1300 8.0678186800892479624 21.409818584321101298
1400 7.3916971869128689221 18.720503567813000956
1500 6.7322034578740650446 16.686618880116800057
1600 6.0666473566065688416 15.276520954119300555
1700 5.4166145395241933613 13.768682798620600849
1800 4.7876551616183737892 12.002555064806699647
1900 4.1719340003765541525 10.128273239222499669
2000 3.6176364438088923769 8.1749400791311401804
2100 3.1312080688931613892 6.609542591571109682
2200 2.731032006179495486 5.5440826197263302078
2300 2.4314219913899153269 4.5970807560605999598
2400 2.3269903331795651624 3.9402676365704900618
2500 2.4779399040959084743 4.181926629013090313
2600 2.6527938534930757264 4.9962793767639901432
2700 2.7776711309268842243 5.1034712516336702137
2800 2.8565247732292906591 5.6272792868070595773
2900 2.92114562590523974 6.4527679309653303008
3000 3.0246277797901544027 7.1397757541982800333
3100 3.0838157060985476043 8.1791073341617206438
3200 3.122001721310460276 9.5277288486537994316
3300 3.2036783801338351019 10.656645189076300539
3400 3.3402317326744350723 11.090244814638699822
3500 3.4577258778776038817 10.97562981143649985
3600 3.5269354826907037825 10.473807323375600831
3700 3.5351228050431191541 10.118189942253700053
3800 3.5475629757735545056 9.8036531357928797803
3900 3.5917858005305025593 9.414933909336250295
4000 3.5572840649221095788 9.1625036876870300517
4100 3.4790921976599005205 8.8936910379790496961
4200 3.4105258916722793749 9.1427373730783294548
4300 3.2935429674516778498 9.5374013539223003733
4400 3.1628223504617305473 10.053407850925200506
4500 3.0911189677192876246 9.7260622641625307239
4600 2.9671808004412310034 8.7922223568880699673
4700 2.7946290593644214084 7.9468083873561701225
4800 2.7029497008163771987 7.3162383345876502716
4900 2.6156832056848609014 6.5738797555272698858
5000 2.5704288322909651932 6.6183261102716803848
5100 2.5177733645614623903 6.9352012463418404309
5200 2.5166694382867240698 7.2155805458424904231
5300 2.5470704283533960322 7.42986379979937972
5400 2.5673555666192275915 7.5326850647861798294
5500 2.6143844808149023784 7.7472406154179100923
5600 2.6290922231466384851 7.8708924830031898878
5700 2.6643595021136716738 7.4284028149618102077
5800 2.6589241001235359718 6.4986848905825000955
5900 2.7199672314366356574 6.7146625378700299791
6000 2.8396917490406168305 6.8785736103102301797
6100 2.9362000166316537531 6.9054518523037495825
6200 2.9578232711581176062 7.5525026671009802826
6300 3.0064075461717276738 8.1642631605908704273
6400 3.0721484204363536108 8.58945809483656042
6500 3.1924621677513576046 8.1027071638268601816
6600 3.277530928237874619 7.6433834867661696322
6700 3.3264002880436391862 7.5579912548822498763
6800 3.3734372378871264608 7.4549232678801198304
6900 3.4361673703201134344 7.6699742532371102399
7000 3.4565157743638903476 7.2321303274678703232
7100 3.4824664099411761775 7.5610265142485300061
7200 3.5480884901190861136 7.8903532767073896181
7300 3.5720546487030193639 8.3978956371169708461
7400 3.5758825815079835486 8.4418221767722094739
7500 3.5622581398027119981 7.9218919265940703767
7600 3.6100565309623315891 8.3584941169798092631
7700 3.6681052294341434106 9.1985048275905807458
7800 3.6587380890687350998 8.879097791082820379
7900 3.6548791504140041297 8.7219297877323906931
8000 3.6562312201112914245 9.1588264946564805769
8100 3.6138145467594320337 9.380619896320499862
8200 3.5268338701845163285 8.9751357123098696178
8300 3.3973874335765814614 8.6166330289710497681
8400 3.3153531059978940121 8.6489563210247908387
8500 3.2707087241757424323 8.6082186684908403862
8600 3.210969564764135864 8.0002478776899206281
8700 3.1565867492758017399 7.6756942573962199106
8800 3.1280424177691501519 7.6623004711627196173
8900 3.1447024152697236055 8.3763376074016502315
9000 3.1720027620515716116 9.0963394753549202676
9100 3.2375180015345867979 9.8159732380464905788
9200 3.2555478644688684575 10.21410882366510009
9300 3.207006919817484647 10.185829243895300422
9400 3.118500663002027995 10.032557658556800817
9500 3.0476623765784398579 9.6732721395410194987
9600 2.9714839650409805571 8.757598896769179575
9700 2.91003712609270071 8.0356391690634296765
9800 2.8727752556873280554 7.4133246133343195794
