Step Rg Re
0 14.34264116429583602 48.701532864558799929
100 14.331617811872266799 48.412277964691696752
200 14.157430523638119269 46.833039302617400779
300 13.840104788497878729 44.749384550051402698
400 13.40254471531083702 42.390070563427698858
500 12.853537600174371747 39.796663509575196827
600 12.238587155105127735 36.818870011999003111
700 11.572857716032601161 34.675559871491500985
800 10.856219711525969984 32.063328102849602885
900 10.088536483973181035 28.719492600163100349
1000 9.2747640701488975878 26.038298381909498858
1100 8.4467652492625102667 23.950393065843101681
1200 7.6015832395709788116 20.346231083757498226
1300 6.7173614357948938647 16.55347065316399835
1400 5.8124489345451593181 13.513312611595200252
1500 4.871810983360846059 10.701611043422499137
1600 3.9744005171207632543 6.9694291665584602313
1700 3.1028128638226912805 5.2292381612946998715
1800 2.4695456794720569427 2.5025879892107201208
1900 2.099179102005680253 2.5237169464649800155
2000 1.9402619564550234177 2.8921521883753800175
2100 1.9691559667498741426 2.9206611479237700735
2200 2.0536661321704259286 3.4612359260449401255
2300 2.1251979868595869405 2.8017608043090098668
2400 2.0747521651738005666 1.663013674455080082
2500 2.0759611555794967863 4.0611505307967004086
2600 2.0166752542744545984 4.4331378032698696146
2700 1.9718922135843317545 3.3844343437506898553
2800 2.0424310409810115807 3.523840849925839791
2900 2.0922357817495691457 4.3779520980291799503
3000 2.0733334423488027909 5.0004329368999096417
3100 2.0846252957224811198 5.2447698625826202345
3200 2.0710656171990518004 5.4239407027588804056
3300 2.0997826883582564328 4.7827557658196298007
3400 2.0587290074229285253 4.7666322763936701534
3500 2.024071670193608341 4.5656271378245198989
3600 2.0846164729034502017 4.0038217603492700647
3700 2.0319631044440478185 4.0835300992566896383
3800 2.0252664875273462819 4.8209994808078997508
3900 2.0714880057617923725 4.3613002922795702787
4000 2.0455129644568184055 4.327883249113639863
4100 1.9276490516642239559 3.644227443694710189
4200 2.0935223523445691818 3.1605080229592998897
4300 2.1704367280718401823 3.131875682204989797
4400 2.0535540086720347475 3.3464546823874798953
4500 2.1326313908282386045 2.9728610142385001325
4600 2.1858326535338292729 3.6780036829543298893
4700 2.1077139681251968462 4.6991740746483703361
4800 1.9989757575061977146 4.1860407934107399797
4900 1.9477948085139666912 3.3799566887719101338
5000 2.0523452003236428709 3.474186727930629992
5100 2.0864758653035715419 3.1214296242084498267
5200 2.0518782931069270425 1.9894024771179998901
5300 2.0460446116067196876 2.5057635575883701051
5400 2.0443017876549705036 2.8135005454249100154
5500 2.0164677779357131904 2.7368865032031299833
5600 2.1433841259469645912 2.3533970540854198816
5700 2.0592953529214979014 2.532893300993280139
5800 2.0836114669959231449 2.973936090591319914
5900 2.0701659771709102209 1.7867992712438101055
6000 2.0420273010497487221 1.9469055026711898915
6100 2.0758525737789002008 1.8975022440911799571
6200 1.9969916925311863576 2.5674984904182198697
6300 2.0086978125578220933 3.1994041525575998008
6400 2.0066302138690064183 2.7888478432279399932
6500 2.0462280133682657635 2.9944525109836401811
6600 1.9856369644499551885 3.1997196289463500918
6700 2.0306215861223284591 3.0218477354222099684
6800 2.1299236753758412632 3.6035597371258099031
6900 2.2305989584922158997 4.0840044347098496402
7000 2.0450004626052527001 3.9609295610069201743
7100 1.9775545943901116086 4.7989084150886203162
7200 1.8875489191213781215 5.1642133439160096131
7300 1.92406244081435851 4.8900524710810797657
7400 1.9137420384242778137 4.5653462119553296361
7500 2.0422009753921690489 5.9756795717014101754
7600 1.9558506752199709133 5.5841112625616196041
7700 2.0267562844290769597 3.7174313936629999056
7800 1.9304615455282247982 4.5042056118917201957
